child,parent
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:OtherComprehensiveIncomeLossForeignCurrencyTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossNetInvestmentHedgeGainLossBeforeReclassificationAndTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossTaxPortionAttributableToParent,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentNetOfTax,us-gaap:Liabilities
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap:IncomeTaxExpenseBenefit
us-gaap:OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,us-gaap:NetIncomeLoss
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:Assets
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlanNetTransitionAssetObligationRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostBeforeTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,us-gaap:EmployeeBenefitPlans
us-gaap:OtherDepreciationAndAmortization,us-gaap:DepreciationAndAmortization
us-gaap:OtherFiniteLivedIntangibleAssetsGross,us-gaap:Assets
us-gaap:OtherFiniteLivedIntangibleAssetsGross,us-gaap:IntangibleAssetsNet
us-gaap:OtherIntangibleAssetsNet,us-gaap:Assets
us-gaap:OtherIntangibleAssetsNet,us-gaap:IntangibleAssetsNet
us-gaap:OtherInterestAndDividendIncome,us-gaap:OtherRevenue
us-gaap:OtherInventoryNetOfReserves,us-gaap:InventoryNet
us-gaap:OtherInventorySupplies,us-gaap:InventoryNet
us-gaap:OtherLiabilities,us-gaap:Liabilities
us-gaap:OtherLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:OtherLiabilitiesFairValueDisclosure,us-gaap:Liabilities
us-gaap:OtherLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:OtherLongTermInvestments,us-gaap:LongTermInvestments
us-gaap:OtherNoncashExpense,us-gaap:CashAndCashEquivalents
us-gaap:OtherNoncashIncomeExpense,us-gaap:CashAndCashEquivalents
us-gaap:OtherNoncurrentLiabilities,us-gaap:Liabilities
us-gaap:OtherNoninterestExpense,us-gaap:InterestExpense
us-gaap:OtherNonoperatingIncome,us-gaap:OperatingIncomeLoss
us-gaap:OtherNonoperatingIncomeExpense,us-gaap:OperatingIncomeLoss
us-gaap:OtherOperatingActivitiesCashFlowStatement,us-gaap:CashAndCashEquivalents
us-gaap:OtherOperatingIncomeExpenseNet,us-gaap:OperatingIncomeLoss
us-gaap:OtherPostretirementBenefitsPayments,us-gaap:EmployeeBenefitPlans
us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,us-gaap:EmployeeBenefitPlans
us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:OtherPrepaidExpenseCurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:OtherRestructuringCosts,us-gaap:OtherOperatingExpenses
us-gaap:OtherSalesRevenueNet,us-gaap:ProductRevenue
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:OtherSellingGeneralAndAdministrativeExpense,us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:OtherShortTermInvestments,us-gaap:ShortTermInvestments
us-gaap:OtherSignificantNoncashTransactionValueOfConsiderationGiven1,us-gaap:CashAndCashEquivalents
us-gaap:OtherSundryLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:OtherSundryLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:OtherTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:PaymentForContingentConsiderationLiabilityFinancingActivities,us-gaap:Liabilities
us-gaap:PaymentsForProceedsFromProductiveAssets,us-gaap:Assets
us-gaap:PaymentsForProceedsFromShortTermInvestments,us-gaap:ShortTermInvestments
us-gaap:PaymentsToAcquireBusinessesNetOfCashAcquired,us-gaap:CashAndCashEquivalents
us-gaap:PaymentsToAcquireEquityMethodInvestments,us-gaap:LongTermInvestments
us-gaap:PaymentsToAcquireHeldToMaturitySecurities,us-gaap:LongTermInvestments
us-gaap:PaymentsToAcquireIntangibleAssets,us-gaap:Assets
us-gaap:PaymentsToAcquireIntangibleAssets,us-gaap:IntangibleAssetsNet
us-gaap:PaymentsToAcquireLongtermInvestments,us-gaap:LongTermInvestments
us-gaap:PaymentsToAcquireMarketableSecurities,us-gaap:ShortTermInvestments
us-gaap:PaymentsToAcquireProductiveAssets,us-gaap:Assets
us-gaap:PaymentsToAcquirePropertyPlantAndEquipment,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PaymentsToAcquireShortTermInvestments,us-gaap:ShortTermInvestments
us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesCurrent,us-gaap:Liabilities
us-gaap:PensionAndOtherPostretirementBenefitContributions,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementBenefitExpense,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash,us-gaap:CashAndCashEquivalents
us-gaap:PensionAndOtherPostretirementBenefitsExpenseReversalOfExpenseNoncash,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,us-gaap:Liabilities
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,us-gaap:Liabilities
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,us-gaap:EmployeeBenefitPlans
us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,us-gaap:Liabilities
us-gaap:PercentageOfLIFOInventory,us-gaap:InventoryNet
us-gaap:PreferredStockLiquidationPreferenceValue,us-gaap:PreferredStock
us-gaap:PreferredStockNoParValue,us-gaap:PreferredStock
us-gaap:PreferredStockSharesOutstanding,us-gaap:PreferredStock
us-gaap:PreferredStockValueOutstanding,us-gaap:PreferredStock
us-gaap:PrepaidAdvertising,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidExpenseAndOtherAssetsCurrent,us-gaap:Assets
us-gaap:PrepaidExpenseAndOtherAssetsCurrent,us-gaap:OtherNoncurrentAssets
us-gaap:PrepaidExpenseAndOtherAssetsCurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidExpenseCurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidExpenseCurrentAndNoncurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidExpenseNoncurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidExpenseOtherNoncurrent,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidPensionCosts,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:PrepaidTaxes,us-gaap:PrepaidExpensesAndOtherCurrentAssets
us-gaap:ProceedsFromConvertibleDebt,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:ProceedsFromDivestitureOfBusinessesNetOfCashDivested,us-gaap:CashAndCashEquivalents
us-gaap:ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,us-gaap:LongTermInvestments
us-gaap:ProceedsFromIncomeTaxRefunds,us-gaap:IncomeTaxExpenseBenefit
us-gaap:ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,us-gaap:LongTermInvestments
us-gaap:ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,us-gaap:ShortTermInvestments
us-gaap:ProceedsFromOtherShortTermDebt,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProceedsFromRepaymentsOfShortTermDebt,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProceedsFromRepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProceedsFromSaleAndMaturityOfMarketableSecurities,us-gaap:ShortTermInvestments
us-gaap:ProceedsFromSaleMaturityAndCollectionOfShorttermInvestments,us-gaap:ShortTermInvestments
us-gaap:ProceedsFromSaleOfEquityMethodInvestments,us-gaap:LongTermInvestments
us-gaap:ProceedsFromSaleOfIntangibleAssets,us-gaap:Assets
us-gaap:ProceedsFromSaleOfIntangibleAssets,us-gaap:IntangibleAssetsNet
us-gaap:ProceedsFromSaleOfLongtermInvestments,us-gaap:LongTermInvestments
us-gaap:ProceedsFromSaleOfOtherProductiveAssets,us-gaap:Assets
us-gaap:ProceedsFromSaleOfProductiveAssets,us-gaap:Assets
us-gaap:ProceedsFromSaleOfPropertyPlantAndEquipment,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:ProceedsFromSaleOfShortTermInvestments,us-gaap:ShortTermInvestments
us-gaap:ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,us-gaap:Assets
us-gaap:ProceedsFromShortTermDebt,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ProductLiabilityAccrualPeriodExpense,us-gaap:Liabilities
us-gaap:ProfessionalAndContractServicesExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentAdditions,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap:DepreciationAndAmortization
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAccumulatedDepreciationAndAmortization,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap:DepreciationAndAmortization
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetAfterAccumulatedDepreciationAndAmortization,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap:Assets
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap:DepreciationAndAmortization
us-gaap:PropertyPlantAndEquipmentAndFinanceLeaseRightOfUseAssetBeforeAccumulatedDepreciationAndAmortization,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentFairValueDisclosure,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentGross,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentOther,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentTransfersAndChanges,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentUsefulLifeMaximum,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:PropertyPlantAndEquipmentUsefulLifeMinimum,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodBeforeTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,us-gaap:AccumulatedOtherComprehensiveIncome
us-gaap:RepaymentsOfConvertibleDebt,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:RepaymentsOfDebtAndCapitalLeaseObligations,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:RepaymentsOfLongTermCapitalLeaseObligations,us-gaap:LongTermDebtAndCapitalLeases
us-gaap:RepaymentsOfOtherShortTermDebt,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:RepaymentsOfShortTermDebt,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:Assets
us-gaap:ResearchAndDevelopmentAssetAcquiredOtherThanThroughBusinessCombinationWrittenOff,us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentExpenseSoftwareExcludingAcquiredInProcessCost,us-gaap:ResearchAndDevelopmentExpense
us-gaap:ResearchAndDevelopmentInProcess,us-gaap:ResearchAndDevelopmentExpense
us-gaap:RestrictedCash,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashAndCashEquivalents,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashAndCashEquivalentsAtCarryingValue,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashAndCashEquivalentsNoncurrent,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashAndInvestmentsCurrent,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashAndInvestmentsNoncurrent,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashCurrent,us-gaap:CashAndCashEquivalents
us-gaap:RestrictedCashNoncurrent,us-gaap:CashAndCashEquivalents
us-gaap:RestructuringCosts,us-gaap:OtherOperatingExpenses
us-gaap:RestructuringCostsAndAssetImpairmentCharges,us-gaap:Assets
us-gaap:RestructuringCostsAndAssetImpairmentCharges,us-gaap:OtherOperatingExpenses
us-gaap:RestructuringReserveSettledWithCash,us-gaap:CashAndCashEquivalents
us-gaap:RestructuringReserveSettledWithoutCash,us-gaap:CashAndCashEquivalents
us-gaap:RestructuringReserveSettledWithoutCash1,us-gaap:CashAndCashEquivalents
us-gaap:RestructuringReserveSettledWithoutCash2,us-gaap:CashAndCashEquivalents
us-gaap:RetainedEarningsAccumulatedDeficit,us-gaap:RetainedEarnings
us-gaap:RetainedEarningsUndistributedEarningsFromEquityMethodInvestees,us-gaap:RetainedEarnings
us-gaap:RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,us-gaap:Assets
us-gaap:RightOfUseAssetObtainedInExchangeForFinanceLeaseLiability,us-gaap:Liabilities
us-gaap:RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,us-gaap:Assets
us-gaap:RightOfUseAssetObtainedInExchangeForOperatingLeaseLiability,us-gaap:Liabilities
us-gaap:RoyaltyRevenue,us-gaap:OtherRevenue
us-gaap:SalesRevenueGoodsNet,us-gaap:ProductRevenue
us-gaap:SalesRevenueNet,us-gaap:ProductRevenue
us-gaap:SalesRevenueServicesGross,us-gaap:ProductRevenue
us-gaap:SalesRevenueServicesNet,us-gaap:ProductRevenue
us-gaap:SecuritiesLoanedIncludingNotSubjectToMasterNettingArrangementAndAssetsOtherThanSecuritiesTransferred,us-gaap:Assets
us-gaap:SecuritiesPurchasedUnderAgreementsToResellLiability,us-gaap:Liabilities
us-gaap:SegmentExpenditureAdditionToLongLivedAssets,us-gaap:Assets
us-gaap:SegmentReportingInformationAssets,us-gaap:Assets
us-gaap:SegmentReportingInformationDepreciationDepletionAndAmortizationExpense,us-gaap:DepreciationAndAmortization
us-gaap:SegmentReportingInformationExpendituresForAdditionsToLongLivedAssets,us-gaap:Assets
us-gaap:SegmentReportingInformationIncomeLossBeforeIncomeTaxes,us-gaap:IncomeTaxExpenseBenefit
us-gaap:SegmentReportingInformationIncomeLossBeforeIncomeTaxes,us-gaap:NetIncomeLoss
us-gaap:SegmentReportingInformationIncomeTaxExpenseBenefit,us-gaap:IncomeTaxExpenseBenefit
us-gaap:SegmentReportingInformationInterestIncomeExpenseNet,us-gaap:OtherRevenue
us-gaap:SegmentReportingInformationNoninterestIncome,us-gaap:OtherRevenue
us-gaap:SegmentReportingInformationOperatingIncomeLoss,us-gaap:NetIncomeLoss
us-gaap:SegmentReportingInformationOperatingIncomeLoss,us-gaap:OperatingIncomeLoss
us-gaap:SegmentReportingReconcilingItemsAssets,us-gaap:Assets
us-gaap:SegmentReportingSegmentAssets,us-gaap:Assets
us-gaap:SellingAndMarketingExpense,us-gaap:SellingGeneralAndAdministrativeExpense
us-gaap:SellingGeneralAndAdministrativeExpense,us-gaap:PropertyPlantAndEquipmentNet
us-gaap:ServicingAssetAtFairValueAmount,us-gaap:Assets
us-gaap:ShortTermDebtWeightedAverageInterestRate,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ShorttermDebtAverageOutstandingAmount,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:ShorttermDebtFairValue,us-gaap:ShortTermDebtAndCurrentMaturities
us-gaap:StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,us-gaap:IncomeTaxExpenseBenefit
us-gaap:StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,us-gaap:StockholdersEquity
us-gaap:StockholdersEquityNoteSpinoffTransaction,us-gaap:StockholdersEquity
us-gaap:StockholdersEquityNoteStockSplitConversionRatio,us-gaap:StockholdersEquity
us-gaap:StockholdersEquityNoteStockSplitConversionRatio1,us-gaap:StockholdersEquity
us-gaap:StockholdersEquityOther,us-gaap:StockholdersEquity
us-gaap:TangibleAssetImpairmentCharges,us-gaap:Assets
us-gaap:TangibleAssetImpairmentCharges,us-gaap:OtherOperatingExpenses
us-gaap:TaxCreditCarryforwardDeferredTaxAsset,us-gaap:Assets
us-gaap:TaxCreditCarryforwardDeferredTaxAsset,us-gaap:DeferredTaxAssetsNet
